GeneralFeedbackID,OneStar,TwoStar,ThreeStar,FourStar,FiveStar,ReviewCount,LastUpdated
13343168,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
14836677,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19467635,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
10040330,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
14353726,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
17940548,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
17619993,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
6857533,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
16979647,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
12854288,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
11983238,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
11031467,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
8126411,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
13863390,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
5739665,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
12417381,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18519706,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
12664612,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
12958861,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19082876,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
14921638,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18584507,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
11748679,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
12242438,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
13641813,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15189906,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18303228,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
14186679,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19072750,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
11897997,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
4916672,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19543316,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18838535,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
16547349,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18660042,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
10968775,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15440166,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
12234141,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
6613764,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
13901764,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15159573,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18647589,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
16285924,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15621753,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
11522137,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
9008922,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
17626827,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
17404398,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
12273114,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
7076060,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
16490244,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18312337,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15392808,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
14577777,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
8220264,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
13125915,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
13405472,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
17074226,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18312351,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15075797,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
11341575,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
12531877,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18709799,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15274037,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
16570654,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
16539666,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
16913088,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
8778187,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
16052589,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
13924392,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
13274873,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
13905622,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15831718,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
17690299,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
16131145,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
17971074,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
17432436,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18178455,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
6448116,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
13393074,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
6482911,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18012281,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
6338175,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15204601,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
6628213,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
5566485,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
16567475,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
2602164,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
17316666,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
5655822,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18599671,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19461549,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
17546917,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19500504,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
16832774,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
17776124,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
14440224,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19545825,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18660404,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
5764302,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
14383205,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
11223326,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18940927,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
16390801,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19814192,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
5188378,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
14170335,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
4967189,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19825296,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
6882476,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19821531,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
5474510,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18744142,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15740556,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19596767,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19718424,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15661891,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
11080460,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19791279,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18282196,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
9365022,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18282200,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
16364345,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
14374459,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
4734338,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18114079,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
17164120,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
17272556,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18049580,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
14443466,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
8458223,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15147587,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
2643791,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
13772246,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
4324339,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
16126744,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
9939925,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18192575,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
7804690,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15214944,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19471902,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19752120,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19749270,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18308699,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
5315423,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
2985685,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
2702315,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
11027214,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
14202249,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
16143623,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
12788476,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19726436,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
16748830,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19259531,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15182972,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19715798,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
16396800,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15845854,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15955816,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
16993602,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
16141853,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15205775,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
14200667,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
2683169,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19297188,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
2685231,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
3648248,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
3744428,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19679461,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
6856529,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18651137,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19672928,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
6897299,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
17631616,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
6006822,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19659285,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19664175,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
16961596,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
16284440,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
16639283,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15872965,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18413631,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
3494899,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18346574,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19260260,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
13972831,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
16012708,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15383063,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
6907695,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
17017991,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19647835,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19646280,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19644215,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15000344,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19630878,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19595027,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15320661,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15461425,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19617087,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19087167,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
6791339,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
8117599,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15450708,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19596189,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
11926262,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19584840,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15998169,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18028516,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15349351,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19571593,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
3119490,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18105136,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
16623959,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18231394,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
9235062,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19556725,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15792262,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
16533285,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19545028,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15971014,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
14319606,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15196068,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19525728,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19521452,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
3069894,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
17835643,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19513155,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15139825,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19510876,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
13855904,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18359874,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19502537,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15766071,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
16763167,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
17103763,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
13252527,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
14288934,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
17734213,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
14941146,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19488587,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18286480,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
16464746,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19422227,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18541591,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15927028,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
4847385,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19482061,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18943529,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19477773,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
17307366,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
11788519,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
12357814,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
5818998,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
16784675,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18333772,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19146826,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
16280695,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
17927155,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15214904,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19456005,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19454402,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15534076,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
13842439,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
12604909,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19445185,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19444074,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
5836578,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
17804506,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
16892022,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
2861077,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19435990,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19435814,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19430229,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
16935471,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
17065669,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
16768031,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
14592371,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15726863,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
6148358,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18331886,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18085330,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19412333,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
12036078,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
11181221,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
17955352,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19409482,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
7176188,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18286474,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15943094,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19401894,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18005581,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
17254466,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19390173,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
2693795,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
11796947,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
16049375,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18692565,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19380105,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15263652,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15658590,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
17053826,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18305083,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
17630441,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
14001394,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
9689665,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19350057,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18387284,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19345754,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15990892,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18633415,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
7707808,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18008988,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
4304601,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18286415,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
13941817,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
11085806,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
2724848,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
11910133,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
16754994,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15795600,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
12909613,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15491446,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
11784604,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15081805,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19102658,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15184846,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19293581,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
14836879,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19283893,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19283892,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
17377805,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18817798,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
17289331,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
6501539,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
12200245,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19274233,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
17165941,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19261220,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
14344126,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
17911449,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18882986,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18060790,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19256050,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
13927128,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
8790062,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
4766697,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
13493174,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
15347855,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
2701589,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18689554,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
19235554,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
14552677,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
14311779,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
17997112,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
16094109,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
16536247,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18634185,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
18392468,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
12521460,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
2929572,61,13,32,183,2700,2989,2024-05-15 16:32:22.249022
