GeneralFeedbackID,Title,Content,Upvote,Rating,CreatedDate,UserID,ProductID,FeedbackDetailID
13045991,Cực kì hài lòng,"Mình vừa nhận đc màn hình chiều nay từ shop. Giờ mở lên xem thì có ngay cái gạch này, lại còn hở sáng khủng khiếp. Vui lòng xử lý giùm mình.
Chờ từ 6/11 tới giờ 4 ngày mà ko thấy 1 phản hồi nào từ shop. Chán cho lên 5* để shop vừa lòng.",16,5,1636196806,11428635.0,274499417.0,42
12851085,Cực kì hài lòng,"Xem review so sánh nhiều, cuối cùng chọn màn này thay vì Dell U. Chất màu ngon, dùng chỉnh ảnh khá là ưng. Ưng nhất vẫn là tỉ lên 16:10, màn rộng hẳn, chỉnh ảnh, làm việc các phần mềm kỹ thuật, chia đôi màn hình đều lợi về chiều cao. Nhờ cái tỉ lệ này nên chiều cao màn cao gần bằng con 27"". 
+ Độ sáng con này hơn Dell U kha khá, thích hợp làm việc khu vực nhiều ánh sáng hơn so với Dell. 
+ Về thẩm mỹ thì tạm được, không đẹp bằng Dell U, Dell cho viền mỏng hơn con Proart này.
+ Chân đế dễ nâng hạ, chỉnh góc nghiêng hoặc bắt arm đằng sau cũng được.",8,5,1635268045,5177322.0,274052520.0,43
18742451,Cực kì hài lòng,"Hàng ngon. Nhưng trừ khi thật sự cần mầu chuẩn. Nếu không có thể mua xiaomi có 3tr (mầu cũng rất ổn) hay thêm tiền mua 4K 27inch khác.
Nếu thật sự cần mầu chuẩn cho làm đồ hoạ thì tầm giá này cũng rẻ nhất rồi.",0,5,1675567075,7221969.0,270849806.0,44
15495723,Rất không hài lòng,"Màn mình mua 26/1 dùng đến 10/2 thì nguồn chết mở ko lên. Gọi lên ttbh asus thì đc bảo là màn mua sd chưa đến 1th thì có thể liên hệ đại lý mua để đổi màn mới, sau đó m gọi lên cskh tiki thì tiki bảo là “sẽ cho nhân viên đến nhà bảo hành”(chứ ko nói gì về đổi hàng :))). Cuối cùng m gọi lại cho tổng đài asus thì dc hd đến ttbh asus ở tp mình. Màn thì bên asus bảo hiện tại chưa có nhưng chắc chắn sẽ đổi màn mới cho mình( màn hỏng dc asus thay nguồn khác để dùng tạm )

P/s: check s/n thì thấy màn bị trôi bh hơn 1th so vs tgian mình mua",0,1,1647664158,5484766.0,273603553.0,45
19303056,Cực kì hài lòng,"Màn dùng ngoan như ko hiểu sao lúc mở hộp có mùi khép, mùi cháy tỏa ra trong màng liệu có phải màng đã bị cháy hay sao nữa",0,5,1687001652,11246238.0,193513631.0,46
17551150,Cực kì hài lòng,"Chất lượng màn hình tốt.
---
Mình ở HN, vừa mua xong, nhưng không còn nhu cầu dùng. Ae nào muốn mua lại call *** (telegram: datvv) mình pass lại cho giá rẻ nhé ạ",1,5,1661768872,5622966.0,252387297.0,47
19254758,Cực kì hài lòng,"màn tốt, màu đẹp, chân đế chắc chắn. kích hoạt bảo hành bằng hoá đơn khi nhận nên không lo trôi bao hành.",0,5,1685716681,1603794.0,205698763.0,48
8845185,Đáng từng xu,Màn hình ship tới nhanh và cẩn thận. Chất lượng hiển thị tốt. không có bị hở sáng màn hình. Độ chính xác màu cao (mình đã test chỉnh màu ảnh và cho ra màu chính xác trên các màn hình máy tính và điện thoại khác nhau). Rất tốt trong giá tiền,7,5,1617358347,9739127.0,157468943.0,49
14519093,Cực kì hài lòng,"Tiki giao hàng nhanh, màn hình đẹp, có hướng dẫn lắp đặt rõ. 
Tuy nhiên,mình dùng tai nghe cắm vào thì bị lỗi lúc rõ lúc không, giống như mòn bộ tiếp xúc, phải kéo lỏng ra 1 tí.",0,5,1642409986,1020807.0,177813851.0,50
19763706,Cực kì hài lòng,Sản phẩm chất lượng. Giao hàng nhanh chóng,0,5,1707344347,7528559.0,222662600.0,51
4830405,thiết kế đẹp nhưng hở sáng,"Mình đã kì vọng màn này đỡ bị hở sáng hơn dell nhưng thấy vẫn vậy thậm chí còn nặng hơn. 
hơi buồn nhưng nghĩ mất công đổi trả nên chấp nhận vậ
cho 3 sao",10,3,1599916818,18398094.0,220677323.0,52
12698951,Cực kì hài lòng,"màn siêu đẹp,  hơn hẵn dell u 2419H cũ của mình,  màu dell nhạt hơn,  pro art có nhìu profile màu sẵn tiện đổi qua lại giữa game film hay xem hình ảnh",0,5,1634607889,412712.0,273947683.0,53
7483964,Cực kì hài lòng,Mình dùng như màn hình phụ (để dọc) với Mac Mini và Macbook thấy cũng khá tốt. Dùng hơn 1 tháng rồi chưa gặp vấn đề gì. Màu sắc dĩ nhiên là không so được với những con SRGB > 98% nhưng cũng khá ổn.,6,5,1612321383,166965.0,272392885.0,54
6825382,Cực kì hài lòng,"Màn hình build cứng cáp ok, 3 viền mỏng trừ viền dưới có thước hơi dày nhưng cảm giác vẫn ổn. So với Dell U2419 thì con này sáng hơn nhiều, brightness để 50/100 nhưng vẫn sáng hơn. Ae xài màn ở phòng sáng có lẽ sẽ k lo màn k đủ sáng. 
Cảm nhận ban đầu là vậy.",7,5,1610163792,2210846.0,19606283.0,55
17947307,Cực kì hài lòng,"Màn hình rất chất lượng, màu sắc đẹp chuyên để thiết kế, shop giao hàng nhanh",0,5,1665639424,10955975.0,274877316.0,56
5303927,Cực kì hài lòng,Giao hàng sớm hơn dự kiến. Màn hình mình nhận không hở sáng và không điểm chết. Chất lượng rất tốt. Chưa bao giờ thất vọng với Tiki. Bảo hàng 36 tháng nên cũng yên tâm. Về màu sắc rất tuyệt vời. Không làm mình thất vọng.,3,5,1603258672,1551102.0,273604740.0,57
11774734,Cực kì hài lòng,"Sản phẩm như mô tả, giao hàng tương đối nhanh, đầy đủ phụ kiện, đã test và k thấy vấn đề gì, rất tốt, tuy nhiên shop rep inbox hơi chậm, cần cải thiện",1,5,1628824989,1062786.0,262822431.0,58
4799230,Ổn trong tầm giá,"Cảm nhận sau một tối sử dụng là chất lượng hiển thị rất tốt trong tầm giá 2tr, mới sử dụng một ngày nhưng thấy khá hài lòng. Tiki giao hàng rất nhanh so với dự kiến. Màn hình này bị hở sáng nhẹ nhưng trong tầm giá này mình ko đỏi hỏi gì nhiều!!!",8,5,1599711659,8888393.0,111954198.0,59
14077149,Cực kì hài lòng,Vừa sử dụng được mấy hôm. Chưa đánh giá gì nhiều. Tiki thì uy tín rồi. Chất lượng Asus chắc không phải bàn.,0,5,1640493903,1376060.0,272587446.0,60
17848313,Hài lòng,"Chất lượng tạm ổn, ship nhanh, đóng gói cẩn thận",0,4,1664678456,1390555.0,220683274.0,61
6723786,Cực kì hài lòng,"Giao hàng nhanh, đúng như mình mong đợi. Về chất lượng màn hình thì mình đã xem kỹ trên kênh web cũng như trên youtube nên ko có gì ngoài ý muốn. Lý do mình chọn màn hình này là màu sắc, 75hz và 1920x1200. Rất hài lòng.",0,5,1609814903,2028881.0,143183383.0,62
5098014,Serive bảo hanh,"máy mua về đã bị hư 3 cổng usb llac tiki bảo hành nhưng đợi mòn mỏi bảo hành đưa đi đưa về vẫn y chang vẫn hư! shipper tới không bao giờ gọi trước và luôn tới giờ 12-1h chiều
cảm thấy mệt mỏi khi chờ đợi bảo hành từ tiki",1,2,1601968960,11859464.0,274090985.0,63
12787183,Cực kì hài lòng,"mới nhận được màn hình, chỉnh ảnh rất đã, ngồi cả buổi không bị mỏi mắt. 
Có thắc mắc: xin hướng dẫn cách bảo hành điện tử 36 tháng.",0,5,1634985542,566949.0,222662899.0,64
9255320,Cực kì hài lòng,Sản phẩm tốt giao hàng hơi lâu. Chất lượng để thời gian kiểm chứng. Nếu tốt thì tiếp tục ủng hộ.,2,5,1619152355,6127064.0,270954207.0,65
7047232,"Màn hở điện, bị giật","chỗ phần sắt sau màn hình, chỗ phần sắt của các đầu HDMI, HD Port, Vega, USB bị rò điện.
mình chạm vào bị giật. Xin hỏi muốn đổi thì làm như nào ạ?",0,1,1610949309,11540968.0,143144589.0,66
14087057,Cực kì hài lòng,"Giao Tiki Now nên đảm bảo không bể vỡ, đã tin dùng Asus cho cả 2 em màn hình",2,5,1640521177,7735195.0,270458462.0,67
16503792,Cực kì hài lòng,Đóng gói cẩn thận giao hàng muộn hơn dự kiến 1 ngày nhưng vẫn ok. Cẩn thận,0,5,1653821324,14573819.0,220670406.0,68
18007964,Cực kì hài lòng,"Màn to, đẹp. Hở sáng không đáng kể",0,5,1666281142,856413.0,247754766.0,69
19023262,Hài lòng,,0,4,1680054063,791757.0,70052318.0,70
12407521,Bình thường,"Màn hình độ sáng không đều, bên dưới hơi tối hơn một chút so với phía trên",0,3,1633167580,6741509.0,220684346.0,71
12005454,Cực kì hài lòng,"sản phẩm chất lượng, đúng như mô tả. Mà kích hoạt bảo hành như thế nào vậy shop?",2,5,1629800998,6868890.0,270458103.0,72
18877977,Cực kì hài lòng,,0,5,1677547196,28459965.0,220753749.0,73
15478290,Cực kì hài lòng,"Màu lên đẹp, mua Dell Ultrasharp k có đổi qua loại này thấy hài lòng",0,5,1647576441,227744.0,199242727.0,74
13271585,Bình thường,Ngoài việc hàng bị giao chậm vài ngày thì mọi thứ đều ổn cho tới thời điểm hiện tại,0,3,1637154591,12072312.0,197418115.0,75
12635814,Hài lòng,"Giao hàng sớm hơn dự báo dù trời mưa, màn vẫn làm việc tốt.",0,4,1634297494,664530.0,212992227.0,76
18559911,Cực kì hài lòng,,0,5,1672712616,2105346.0,220679413.0,77
15449704,Cực kì hài lòng,Màng hình tốt trong tầm giá,0,5,1647420237,19472623.0,192674407.0,78
12869097,Cực kì hài lòng,"Hàng chính hãng, rất chắc chắn, hình ảnh sáng đẹp",0,5,1635349226,8001496.0,183514058.0,79
15491766,Cực kì hài lòng,"Chất lượng màn hình tốt, thiết kế viền dưới hơi thô",0,5,1647648960,6712735.0,270771620.0,80
18179072,Cực kì hài lòng,,0,5,1668158692,9750951.0,272474227.0,81
12266145,Cực kì hài lòng,"Hàng tốt, giá tốt.",0,5,1632144899,15725299.0,248052660.0,82
13499811,Hài lòng,"màn hình tốt nhưng mà hết hàng rồi vẫn treo bán, ship lâu quá 17 ngày lận",0,3,1638106487,8715914.0,273678387.0,83
18031354,Cực kì hài lòng,,0,5,1666546311,1221494.0,57268501.0,84
5273670,Hài lòng,"Đóng gói cẩn thận, chất lượng hiển thị màu sắc khá tốt so với các màn khác trong cùng tầm giá, chân đế hơi to nhưng bù lại thì chắc chắn, ko rung lắc.",1,4,1603068251,757937.0,98732914.0,85
15384608,Cực kì hài lòng,"Giao hàng nhanh, gói cẩn thận, hoạt động tốt",0,5,1647089325,5231997.0,108423866.0,86
14086459,Cực kì hài lòng,"tạm thời ok, giao khá nhanh",0,5,1640518901,10042880.0,57269938.0,87
15500001,Cực kì hài lòng,không biết kích hoạt bảo hành màn hình ntn,0,5,1647678385,1313458.0,262083816.0,88
14723576,Bình thường,Tôi cần biết chính sách bảo hành và hóa đơn VAT,1,3,1643281085,8219662.0,201853988.0,89
15575953,Cực kì hài lòng,"dịch vụ tốt, hàng chất lượng",0,5,1648099271,8091909.0,75644952.0,90
14844259,Cực kì hài lòng,xịn,2,5,1644306536,14651536.0,188896580.0,91
13831774,Hài lòng,"Đóng gói kỹ , giao hàng hơi lâu mặc dù Tiki trading :(",0,4,1639500850,8808373.0,252680403.0,92
12733887,Cực kì hài lòng,hàng rất đẹp và ok luôn nha,0,5,1634742058,8960357.0,252680559.0,93
12166798,Bình thường,"Sản phẩm hoạt động tốt đúng như mô tả, tuy nhiên vận chuyển chậm.",0,3,1631366861,22277031.0,72082905.0,94
17062494,Cực kì hài lòng,,0,5,1657775961,24657949.0,69904929.0,95
13520475,Không hài lòng,Giao hàng chậm. Đặt hôm 11 giao ngày 28. Ko hài lòng,0,2,1638194359,17934764.0,169039064.0,96
4658300,Cực kì hài lòng,"vẫn chuyển nhanh, màn hình chất lượng, rất vừa ý. tỷ lệ màn hình 16:10_nên nhìn cảm giác rất lớn và đẹp :D",5,5,1598612006,6093802.0,125893668.0,97
15703909,Cực kì hài lòng,"rất ok, 16:10 rộng 16:9",0,5,1648739616,17677267.0,129937282.0,98
13396303,Cực kì hài lòng,Hàng chuẩn nha,0,5,1637688847,874132.0,44984825.0,99
13160560,Cực kì hài lòng,"màu đẹp, tỉ lệ 16:10 rộng hơn 16:9 truyền thống",0,5,1636767472,9186308.0,274461881.0,100
12733398,Cực kì hài lòng,sản phẩm quá tốt,0,5,1634740367,5811587.0,252174854.0,101
6554126,Cực kì hài lòng,"Hàng chính hãng, phù hợp cho ae làm đồ hoạ",2,5,1609118923,1916012.0,48984949.0,102
11942256,Hài lòng,Tốt nhưng ko quá khác biệt chất lượng với các sp tầm giá 3tr,0,4,1629460394,1518007.0,273356088.0,103
15755268,Cực kì hài lòng,sài tốt lắm,0,5,1648991443,24153492.0,262082497.0,104
15785641,Cực kì hài lòng,Ok cài ổn,0,5,1649157730,1503331.0,271411861.0,105
13571090,Cực kì hài lòng,Màn xịn. Giao và đóng gói cẩn thận.,0,5,1638424898,11981689.0,271416950.0,106
15186753,Cực kì hài lòng,good giao hàng nhanh,0,5,1646031917,5641135.0,77182076.0,107
15154928,Cực kì hài lòng,Màn hình đẹp ok,0,5,1645864944,26278164.0,263389345.0,108
14523748,Cực kì hài lòng,Màn tốt giao hàng nhanh,0,5,1642424090,11538658.0,274763756.0,109
12710026,Cực kì hài lòng,Xịn,0,5,1634639928,23454207.0,59275108.0,110
15968702,Cực kì hài lòng,,0,5,1650198871,614738.0,458163.0,111
15943385,Cực kì hài lòng,,0,5,1650068189,8516621.0,32753254.0,112
4494879,Cực kì hài lòng,"Tiki giao hàng chất lượng, đóng gói cẩn thận, màn hình màu rất đẹp. Tuy nhiên,  loa màn hình rất nhỏ, nên cân nhắc trước khi mua.",10,5,1597632079,6221925.0,73937067.0,113
15914752,Cực kì hài lòng,,0,5,1649906148,190393.0,178713835.0,114
15906476,Cực kì hài lòng,,0,5,1649846510,1675903.0,54686649.0,115
7059891,Đổi Trả,"Màn mình mới mua 1 hôm, phát hiện chết điểm, shop có thể hỗ trợ đổi cho mình được không ạ?",0,2,1610979642,8505914.0,212945220.0,116
15782299,Cực kì hài lòng,,0,5,1649144321,5420308.0,273054332.0,117
13430733,Cực kì hài lòng,"Màn hình tốt, giá cạnh tranh",0,5,1637843220,11095713.0,272840052.0,118
15705035,Cực kì hài lòng,,0,5,1648746141,586421.0,216450913.0,119
12518079,Hài lòng,"Thiết kế khá đẹp , có thêt xoay dọc",0,4,1633788397,527930.0,273791756.0,120
12659685,Cực kì hài lòng,"rất chất lượng, đẹp, chắc chắn",0,5,1634432753,237901.0,225208138.0,121
15527224,Cực kì hài lòng,,0,5,1647835584,17876661.0,274849726.0,122
15521297,Cực kì hài lòng,,0,5,1647786062,6011147.0,15507113.0,123
11661270,Cực kì hài lòng,"Màn hình khá tốt, cung cấp dây chuyển đầy đủ.",1,5,1628330733,87972.0,959553.0,124
14755259,Cực kì hài lòng,Giao hàng ok,0,5,1643468880,22748954.0,22050384.0,125
12329994,Cực kì hài lòng,,0,5,1632633744,7577512.0,30008379.0,126
15331205,Cực kì hài lòng,,0,5,1646807487,5675806.0,188406988.0,127
12183658,Cực kì hài lòng,Chẳng cần nói gì thêm! Quá toẹt vời!,0,5,1631512655,10989307.0,196293197.0,128
15280057,Cực kì hài lòng,,0,5,1646537514,8293873.0,186881737.0,129
15244600,Cực kì hài lòng,,0,5,1646326491,8242178.0,174566339.0,130
15151464,Cực kì hài lòng,,0,5,1645853523,7090465.0,48650731.0,131
15110753,Cực kì hài lòng,,0,5,1645623167,20686824.0,188407008.0,132
15082491,Cực kì hài lòng,,0,5,1645511119,778431.0,86155648.0,133
13507461,Cực kì hài lòng,Màn hình rất tốt!,0,5,1638157648,1668471.0,193878779.0,134
12608979,Cực kì hài lòng,chất lượng hình ảnh tốt,0,5,1634187495,475859.0,270471019.0,135
14882377,Cực kì hài lòng,,0,5,1644481447,1727282.0,216464925.0,136
14775260,Cực kì hài lòng,Ok,0,5,1643770027,178221.0,216476612.0,137
14702228,Cực kì hài lòng,,0,5,1643180992,7486207.0,270472217.0,138
12513119,Cực kì hài lòng,Sản phẩm như mong đợi,0,5,1633769981,35288.0,273893759.0,139
10528111,Cực kì hài lòng,Tuyệt vời.,0,5,1624092850,7027587.0,270472601.0,140
5880768,Cực kì hài lòng,"hang nhan dong goi can than, nhin da hon han Dell U2414H; de dung mot thoi gian moi danh gia chat luogn hien thi",4,5,1606880963,9789428.0,273000944.0,141
14510166,Cực kì hài lòng,,0,5,1642387318,5577431.0,270972089.0,142
10372854,Cực kì hài lòng,"Rất hài lòng về sản phẩm,hơn cả trông đợi",0,5,1623497410,,270871441.0,143
14100284,Cực kì hài lòng,,0,5,1640589521,12388970.0,271369952.0,144
14043274,Cực kì hài lòng,,0,5,1640333427,60013.0,272185398.0,145
14023773,Cực kì hài lòng,,0,5,1640251302,8574161.0,270472129.0,146
9205628,Cực kì hài lòng,Màu tốt. Đế vững chãi. Phù hợp cho ngành thiết kế.,0,5,1618928210,6714557.0,216476196.0,147
13933486,Cực kì hài lòng,,0,5,1639902481,12314506.0,263776862.0,148
13785271,Cực kì hài lòng,,0,5,1639356471,994531.0,251407352.0,149
5790970,Hài lòng,Màn hình bị hở sáng một ít. Nhưng nhìn chung vẫn chấp nhận được. Khá hài lòng!,0,4,1606539148,6296993.0,274950334.0,150
12402837,Cực kì hài lòng,sản phẩm tốt,0,5,1633148376,21017728.0,273702279.0,151
12336936,Cực kì hài lòng,Sản phẩm tốt,0,5,1632663056,5498694.0,273001445.0,152
13315872,Cực kì hài lòng,,0,5,1637346334,11768611.0,270470894.0,153
13292532,Cực kì hài lòng,,0,5,1637248934,301769.0,270472442.0,154
6893038,Cực kì hài lòng,Mua cho phụ huynh dùng làm ảnh và edit video. Không thấy chê bai gì :),2,5,1610419815,597509.0,270473244.0,155
12986154,Cực kì hài lòng,,0,5,1635900442,5286096.0,216476472.0,156
12926049,Cực kì hài lòng,,0,5,1635607665,9709818.0,216475428.0,157
12809635,Cực kì hài lòng,,0,5,1635081997,5228262.0,217733148.0,158
12653516,Cực kì hài lòng,,0,5,1634383218,569368.0,102507839.0,159
12633769,Cực kì hài lòng,,0,5,1634290366,1946859.0,270473211.0,160
12608553,Cực kì hài lòng,,0,5,1634186402,557442.0,216476481.0,161
4793702,Cực kì hài lòng,màu đẹp. chất lượng. rất đáng mua trong tầm giá,4,5,1599663011,1644429.0,216475813.0,162
4797299,Cực kì hài lòng,Hộp đóng gói kỹ. Màn hình rất tốt trong mức giá,3,5,1599703675,7146394.0,206307879.0,163
12552440,Cực kì hài lòng,,0,5,1633938365,1886187.0,271452666.0,164
12479979,Cực kì hài lòng,,0,5,1633589174,7907451.0,273936362.0,165
12461405,Cực kì hài lòng,,0,5,1633494076,18596397.0,206308253.0,166
12327770,Cực kì hài lòng,,0,5,1632626053,13782308.0,216475525.0,167
11254751,Cực kì hài lòng,Màn hình đẹp,0,5,1626528114,6791105.0,272981897.0,168
11731768,Cực kì hài lòng,hài lòng,0,5,1628611255,7576450.0,271452782.0,169
12091020,Cực kì hài lòng,,0,5,1630719204,1467193.0,216475993.0,170
12084331,Cực kì hài lòng,,0,5,1630640214,22532503.0,252103804.0,171
11204049,Cực kì hài lòng,Rất tốt,1,5,1626395941,7983810.0,174369385.0,172
11857982,Cực kì hài lòng,,0,5,1629124796,19109790.0,273002214.0,173
11827563,Cực kì hài lòng,,0,5,1629015266,686172.0,196950771.0,174
11748977,Cực kì hài lòng,,0,5,1628691679,572999.0,58604881.0,175
5857740,Cực kì hài lòng,Màn hìn quá oke. Check k bị điềm chết là mừng rồi,1,5,1606806886,10516036.0,203802104.0,176
11171859,Hài lòng,,0,4,1626274353,2223737.0,274829635.0,177
11101462,Cực kì hài lòng,,2,5,1626075184,194200.0,274399493.0,178
10860284,Hài lòng,,0,4,1625371096,1749434.0,269957790.0,179
10698632,Cực kì hài lòng,,0,5,1624778965,1901308.0,271123389.0,180
6606896,Cực kì hài lòng,,0,5,1609297702,1797795.0,273364945.0,181
10288274,Cực kì hài lòng,,0,5,1623227444,105741.0,273373657.0,182
6466669,Cực kì hài lòng,,0,5,1608793386,1930542.0,142656943.0,183
9948149,Cực kì hài lòng,,1,5,1621920681,8597928.0,44716149.0,184
9498205,Cực kì hài lòng,Good!,1,5,1620143201,11905982.0,3523311.0,185
9308027,Cực kì hài lòng,,0,5,1619283779,8649022.0,193866366.0,186
7543008,Cực kì hài lòng,Ok,1,5,1612493959,1704452.0,27836739.0,187
7322384,Cực kì hài lòng,ngon,1,5,1611827467,7473831.0,99350582.0,188
7680302,Cực kì hài lòng,,1,5,1613032147,305249.0,274537662.0,189
6999120,Cực kì hài lòng,,1,5,1610771608,7347565.0,274561381.0,190
6988702,Cực kì hài lòng,,1,5,1610721016,10797852.0,216476863.0,191
6939681,Cực kì hài lòng,,1,5,1610552106,10428967.0,242987059.0,192
6865961,Cực kì hài lòng,,1,5,1610324048,10900905.0,275002377.0,193
6592696,Cực kì hài lòng,ok,1,5,1609237995,10155351.0,274277209.0,194
6675317,Cực kì hài lòng,,1,5,1609569694,9725061.0,274668746.0,195
6497331,Cực kì hài lòng,,0,5,1608897723,6311019.0,273953565.0,196
6453045,Cực kì hài lòng,,1,5,1608736800,7273299.0,252174127.0,197
6308917,Cực kì hài lòng,,1,5,1608273987,1647564.0,270442059.0,198
5788982,Cực kì hài lòng,Good,1,5,1606532887,98462.0,216476963.0,199
6041812,Cực kì hài lòng,,1,5,1607445540,1697077.0,270492353.0,200
5855989,Cực kì hài lòng,,1,5,1606802961,10118193.0,274355568.0,201
5805984,Cực kì hài lòng,,1,5,1606611781,5286574.0,216476678.0,202
5771812,Cực kì hài lòng,,0,5,1606457515,324079.0,109009765.0,203
5723289,Cực kì hài lòng,,0,5,1606178784,572727.0,274537486.0,204
5606234,Cực kì hài lòng,,1,5,1605336773,1976614.0,273533192.0,205
5611482,Cực kì hài lòng,,0,5,1605360927,410539.0,274561334.0,206
5525164,Cực kì hài lòng,,1,5,1604979244,847140.0,275002323.0,207
5135404,Cực kì hài lòng,,0,5,1602226192,16646412.0,14370763.0,208
19088494,Cực kì hài lòng,Màn hình chuẩn màu. Đẹp,0,5,1681408926,24849172.0,21162350.0,209
14715158,Cực kì hài lòng,"Rất đẹp. Xài màn hình 2K xuống full HD cảm thấy hơi rỗ nhẹ, nhưng từ từ sẽ quen. Kết nối 1 cổng type C qua Macbook vừa sạc được vừa gọn quá tiện luôn
Tiki đặt hàng ngày Chủ nhật mà trưa thứ 2 đã giao quá nhanh mặc dù mình ở ngoại thành HCM",2,5,1643252395,739720.0,10592531.0,210
